EDF File,EEG Fp1,EEG Fp2,EEG F3,EEG F4,EEG F7,EEG F8,EEG T3,EEG T4,EEG C3,EEG C4,EEG T5,EEG T6,EEG P3,EEG P4,EEG O1,EEG O2,EEG Fz,EEG Cz,EEG Pz,EEG A2-A1,ECG ECG
Subject04_2.edf,0.834112867,1.120494759,0.79798768,0.834555728,0.968143957,0.983241111,0.819114425,0.827411748,0.748932485,0.762764163,0.840887611,0.788029832,0.727171228,0.722152683,0.71735652,0.73762732,0.796490154,0.804828682,0.752038633,1.197064657,0.753412059
Subject06_2.edf,1.427102536,1.179284616,1.049012923,1.032287455,1.308601049,1.154699034,1.034403378,1.091282252,1.086931328,1.104790264,1.046633233,1.075108584,1.093541497,1.097800812,0.992853197,1.030339361,1.065226191,1.099261282,1.049871868,1.049050242,0.864458208
Subject09_2.edf,1.343764758,0.997746428,1.042372753,0.990521483,1.160525264,0.983697592,1.148709497,1.013819434,1.017389598,1.013597527,1.082168901,0.883938451,0.92518976,0.932689418,0.974131435,0.915144399,1.014471151,0.974154701,0.919430203,1.120165086,0.68684687
Subject01_2.edf,1.202375964,1.001177528,1.00494536,0.954214163,1.312859017,1.680907191,1.40523442,1.163909325,0.976505242,1.080377178,1.070912444,0.97524424,1.116716494,1.34996461,1.054100715,3.845210136,0.951550115,0.949333747,1.3887944,1.3799622,1.129627413
Subject35_2.edf,1.60015589,1.429478056,1.582366485,1.590896666,1.429858772,1.707828773,1.748541988,1.758440198,1.740566909,1.713580483,1.633055557,1.720383868,1.682361216,1.762620919,1.651472323,1.637946527,1.577718083,1.669070219,1.758066676,2.512527291,1.311092131
Subject05_2.edf,1.365250815,1.29312924,0.974454087,0.941312041,1.328937263,1.088277889,1.026275751,1.021281996,0.911564807,0.873342601,1.187013788,0.797915627,0.804223158,0.743841086,0.637906226,0.597219885,0.98150599,0.929663343,0.874212262,1.024841932,0.709830577
Subject20_2.edf,1.131764647,1.303248712,0.857609679,0.89783839,1.150632885,1.099220845,0.892056038,1.012528937,0.860026949,0.876583352,0.845757062,0.892206713,0.804020709,0.855421176,0.804643463,1.04289135,0.789046775,0.880831842,0.864030495,1.142806388,0.836489243
Subject03_2.edf,1.118376279,1.156292733,0.836550477,0.824839342,0.967451807,0.880121361,1.031771602,0.887200305,0.79633199,0.786393713,0.901882514,0.70551961,0.80010998,0.780508799,0.711297976,0.711046624,0.840161129,0.794070221,0.716599316,1.008365584,0.85713621
Subject15_2.edf,0.777837136,1.270440233,0.752214958,0.803777905,1.189498634,0.885973516,0.783628506,1.122526947,0.80389809,0.790358588,0.787063881,0.726329829,0.637578607,0.642694397,0.735276798,0.638212513,0.792503872,0.790161672,0.638501032,0.902122195,0.707151948
Subject14_2.edf,1.792228466,2.732256089,1.272917619,1.285686775,2.270043082,1.708682284,1.201581728,1.098106659,1.194829908,1.215609245,1.21730029,1.047704147,0.94856957,0.919727986,0.919356861,0.98214029,1.26356365,1.269108022,0.910608737,1.138021591,0.820353083
Subject00_2.edf,0.959262109,0.92985543,0.821533531,0.757490488,0.896449217,0.879628259,0.787878564,0.796319755,0.77479216,0.761158783,0.748175631,0.705806218,0.720385603,0.693953516,0.663465294,0.604653306,0.754555047,0.823439765,0.750991368,0.895743982,0.789096939
Subject13_2.edf,1.388233412,1.229475801,1.04416742,1.037300624,1.028012148,1.251113877,1.012366795,1.050962915,0.974639018,0.958162339,0.951366638,0.964335516,0.95887239,0.93559228,0.946891943,0.989400828,1.024979746,0.980430222,0.940811256,0.928560227,0.815812881
Subject31_2.edf,1.20253367,1.147713192,1.067945268,1.12384252,1.128730931,1.170881711,1.09098488,1.108323508,1.132393994,1.143527164,1.362537376,1.244463683,1.053482674,1.046794497,1.002051623,0.906798268,1.074646271,1.007191927,1.107302884,1.111050744,0.917634859
